,project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded,geometry,index_right,GDLCODE,iso_code,country,region,layer,path,Continent
1761,31076,31076_9821363,2,9821363,Congo Town,8.48681,-13.261239999999999,PPLX,section of populated place,6295630|6255146|SL|04|9821363,Earth|Africa|Sierra Leone|Western Area|Congo Town,2,2,"Chinese embassy in Sierra Leone provides training for unemployed women (linked to #31075, #31077)",,,CHN,Sierra Leone,SLE,430,Other Multisector,,,Completion,2013,2013,,,,,True,False,2013,True,430,Other Multisector,Grant,Sierra Leone,Sierra Leone,2,"Unspecified Chinese Government Institution, Government Agency",,"Embassy of the People's Republic of China in Sierra Leone, Government Agency; Africa Kind Hearts Organization, International NGO",,,ODA-like,Development,,,,,,,,,,,1,451,272,Sierra Leone,SLE,SL,694,724,False,False,False,,,,,,,"Xu Zhou, Diplomatic staff (Embassy of the People's Republic of China in Sierra Leone)",1,8,AdditionalCoded,POINT (-13.26124 8.48681),1427.0,SLEr114,SLE,Sierra Leone,Western Urban,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1762,31082,31082_11592907,1,11592907,Hopital Mongi Slim La Marsa,36.86724,10.29176,HSP,hospital,6295630|6255146|TN|36|11592907,Earth|Africa|Tunisia|Gouvernorat de Tunis|Hopital Mongi Slim La Marsa,3,1,20th Chinese medical team ,,,CHN,Tunisia,TUN,120,Health,,,Completion,2012,2012,,,,,True,False,2012,False,120,Health,Free-standing technical assistance,Tunisia,Tunisia,7,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,616,139,Tunisia,TUN,TN,788,744,False,False,False,,,,,,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,,6,6,AdditionalCoded,POINT (10.29176 36.86724),1148.0,TUNr101,TUN,Tunisia,"Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1763,31082,31082_11592909,1,11592909,Hospital Regional De Jendouba,36.51386,8.75799,HSP,hospital,6295630|6255146|TN|06|11592909,Earth|Africa|Tunisia|Gouvernorat de Jendouba|Hospital Regional De Jendouba,3,1,20th Chinese medical team ,,,CHN,Tunisia,TUN,120,Health,,,Completion,2012,2012,,,,,True,False,2012,False,120,Health,Free-standing technical assistance,Tunisia,Tunisia,7,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,616,139,Tunisia,TUN,TN,788,744,False,False,False,,,,,,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,,6,6,AdditionalCoded,POINT (8.757989999999999 36.51386),1150.0,TUNr103,TUN,Tunisia,"Nord Ouest (Beja, Jendouba, Kef, Siliana)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1764,31082,31082_11592912,1,11592912,Hopital Regional de Kasserine,35.17532,8.79332,HSP,hospital,6295630|6255146|TN|02|11592912,Earth|Africa|Tunisia|Gouvernorat de Kasserine|Hopital Regional de Kasserine,3,1,20th Chinese medical team ,,,CHN,Tunisia,TUN,120,Health,,,Completion,2012,2012,,,,,True,False,2012,False,120,Health,Free-standing technical assistance,Tunisia,Tunisia,7,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,616,139,Tunisia,TUN,TN,788,744,False,False,False,,,,,,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,,6,6,AdditionalCoded,POINT (8.79332 35.17532),1151.0,TUNr104,TUN,Tunisia,"Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1765,31082,31082_11593282,1,11593282,Sidi Bouzid Regional Hospital,35.04011,9.484210000000001,HSP,hospital,6295630|6255146|TN|33|11593282,Earth|Africa|Tunisia|Gouvernorat de Sidi Bouzid|Sidi Bouzid Regional Hospital,3,1,20th Chinese medical team ,,,CHN,Tunisia,TUN,120,Health,,,Completion,2012,2012,,,,,True,False,2012,False,120,Health,Free-standing technical assistance,Tunisia,Tunisia,7,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,616,139,Tunisia,TUN,TN,788,744,False,False,False,,,,,,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,,6,6,AdditionalCoded,POINT (9.484210000000001 35.04011),1151.0,TUNr104,TUN,Tunisia,"Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1766,31084,31084_185991,1,185991,Muguga,-1.1941700000000002,36.65506,PPL,populated place,6295630|6255146|KE|22|185991,Earth|Africa|Kenya|Kiambu|Muguga,2,1,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",2009-04-04,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2009,2009,,,,,True,False,2009,True,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,2,"Export-Import Bank of China, Government Agency",,"Kenya Highways Authority, Government Agency","Kenya Highways Authority, Government Agency",1.0,ODA-like,Development,,,,,,,2009-04-04,2009-03-02,,2015-06-30,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Concessional,2.0,15.0,,,Nairobi,,3,8,AdditionalCoded,POINT (36.65506 -1.19417),637.0,KENr102,KEN,Kenya,Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1767,31084,31084_197297,1,197297,Gitaru,-1.23333,36.68333,PPL,populated place,6295630|6255146|KE|22|197297,Earth|Africa|Kenya|Kiambu|Gitaru,2,1,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",2009-04-04,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2009,2009,,,,,True,False,2009,True,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,2,"Export-Import Bank of China, Government Agency",,"Kenya Highways Authority, Government Agency","Kenya Highways Authority, Government Agency",1.0,ODA-like,Development,,,,,,,2009-04-04,2009-03-02,,2015-06-30,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Concessional,2.0,15.0,,,Nairobi,,3,8,AdditionalCoded,POINT (36.68333 -1.23333),637.0,KENr102,KEN,Kenya,Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1768,31084,31084_8477723,1,8477723,Masai,-1.32613,36.79107,PPLX,section of populated place,6295630|6255146|KE|05|184745|8477723,Earth|Africa|Kenya|Nairobi|Nairobi|Masai,2,1,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",2009-04-04,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2009,2009,,,,,True,False,2009,True,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,2,"Export-Import Bank of China, Government Agency",,"Kenya Highways Authority, Government Agency","Kenya Highways Authority, Government Agency",1.0,ODA-like,Development,,,,,,,2009-04-04,2009-03-02,,2015-06-30,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Concessional,2.0,15.0,,,Nairobi,,3,8,AdditionalCoded,POINT (36.79107 -1.32613),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1769,31084,31084_8477709,1,8477709,Maisha,-1.29875,36.85249,PPLX,section of populated place,6295630|6255146|KE|05|184745|8477709,Earth|Africa|Kenya|Nairobi|Nairobi|Maisha,2,1,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",2009-04-04,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2009,2009,,,,,True,False,2009,True,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,2,"Export-Import Bank of China, Government Agency",,"Kenya Highways Authority, Government Agency","Kenya Highways Authority, Government Agency",1.0,ODA-like,Development,,,,,,,2009-04-04,2009-03-02,,2015-06-30,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Concessional,2.0,15.0,,,Nairobi,,3,8,AdditionalCoded,POINT (36.85249 -1.29875),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1770,31084,31084_8477691,1,8477691,Karen,-1.3330799999999998,36.71624,PPLX,section of populated place,6295630|6255146|KE|05|184745|8477691,Earth|Africa|Kenya|Nairobi|Nairobi|Karen,2,1,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",2009-04-04,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2009,2009,,,,,True,False,2009,True,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,2,"Export-Import Bank of China, Government Agency",,"Kenya Highways Authority, Government Agency","Kenya Highways Authority, Government Agency",1.0,ODA-like,Development,,,,,,,2009-04-04,2009-03-02,,2015-06-30,1,501,248,Kenya,KEN,KE,404,664,False,False,False,Concessional,2.0,15.0,,,Nairobi,,3,8,AdditionalCoded,POINT (36.71624 -1.33308),636.0,KENr101,KEN,Kenya,Nairobi,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1771,31086,31086_7603036,4,7603036,Nyandarua,-0.344,36.5,ADM1,first-order administrative division,6295630|6255146|KE|43,Earth|Africa|Kenya|Nyandarua,1,2,China funds the construction of a Nyahururu-Maralal transmission line,,,CHN,Kenya,KEN,230,Energy Generation and Supply,,,Implementation,2012,2012,22175577.0,,4435115.4,,True,False,2012,True,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Kenya,Kenya,3,"Unspecified Chinese Government Institution, Government Agency",,Kenya Eletricity Transmission Company Limited (KETRACO),,,Vague (Official Finance),Development,1770000000.0,KES,0.9442554679999999,84.52960176,22175577.0,20939410.0,,2015-01-05,,2017-01-31,1,501,248,Kenya,KEN,KE,404,664,False,False,False,,,,,,Nyahururu - Maralal,,6,6,AdditionalCoded,POINT (36.5 -0.344),637.0,KENr102,KEN,Kenya,Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1772,31086,31086_180782,4,180782,Samburu,1.33333,37.11667,ADM1,first-order administrative division,6295630|6255146|KE|45,Earth|Africa|Kenya|Samburu,1,2,China funds the construction of a Nyahururu-Maralal transmission line,,,CHN,Kenya,KEN,230,Energy Generation and Supply,,,Implementation,2012,2012,22175577.0,,4435115.4,,True,False,2012,True,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Kenya,Kenya,3,"Unspecified Chinese Government Institution, Government Agency",,Kenya Eletricity Transmission Company Limited (KETRACO),,,Vague (Official Finance),Development,1770000000.0,KES,0.9442554679999999,84.52960176,22175577.0,20939410.0,,2015-01-05,,2017-01-31,1,501,248,Kenya,KEN,KE,404,664,False,False,False,,,,,,Nyahururu - Maralal,,6,6,AdditionalCoded,POINT (37.11667 1.33333),641.0,KENr106,KEN,Kenya,Rift Valley,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1773,31086,31086_189794,4,189794,Laikipia,0.33333,36.76667,ADM1,first-order administrative division,6295630|6255146|KE|29,Earth|Africa|Kenya|Laikipia,1,2,China funds the construction of a Nyahururu-Maralal transmission line,,,CHN,Kenya,KEN,230,Energy Generation and Supply,,,Implementation,2012,2012,22175577.0,,4435115.4,,True,False,2012,True,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Kenya,Kenya,3,"Unspecified Chinese Government Institution, Government Agency",,Kenya Eletricity Transmission Company Limited (KETRACO),,,Vague (Official Finance),Development,1770000000.0,KES,0.9442554679999999,84.52960176,22175577.0,20939410.0,,2015-01-05,,2017-01-31,1,501,248,Kenya,KEN,KE,404,664,False,False,False,,,,,,Nyahururu - Maralal,,6,6,AdditionalCoded,POINT (36.76667 0.33333),641.0,KENr106,KEN,Kenya,Rift Valley,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1774,31086,31086_183027,1,183027,Nyahururu,0.0421,36.367340000000006,PPL,populated place,6295630|6255146|KE|29|183027,Earth|Africa|Kenya|Laikipia|Nyahururu,2,1,China funds the construction of a Nyahururu-Maralal transmission line,,,CHN,Kenya,KEN,230,Energy Generation and Supply,,,Implementation,2012,2012,22175577.0,,4435115.4,,True,False,2012,True,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Kenya,Kenya,3,"Unspecified Chinese Government Institution, Government Agency",,Kenya Eletricity Transmission Company Limited (KETRACO),,,Vague (Official Finance),Development,1770000000.0,KES,0.9442554679999999,84.52960176,22175577.0,20939410.0,,2015-01-05,,2017-01-31,1,501,248,Kenya,KEN,KE,404,664,False,False,False,,,,,,Nyahururu - Maralal,,6,6,AdditionalCoded,POINT (36.36734000000001 0.0421),641.0,KENr106,KEN,Kenya,Rift Valley,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1775,31086,31086_187725,1,187725,Maralal,1.09679,36.697990000000004,PPLA,seat of a first-order administrative division,6295630|6255146|KE|45|187725,Earth|Africa|Kenya|Samburu|Maralal,2,1,China funds the construction of a Nyahururu-Maralal transmission line,,,CHN,Kenya,KEN,230,Energy Generation and Supply,,,Implementation,2012,2012,22175577.0,,4435115.4,,True,False,2012,True,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Kenya,Kenya,3,"Unspecified Chinese Government Institution, Government Agency",,Kenya Eletricity Transmission Company Limited (KETRACO),,,Vague (Official Finance),Development,1770000000.0,KES,0.9442554679999999,84.52960176,22175577.0,20939410.0,,2015-01-05,,2017-01-31,1,501,248,Kenya,KEN,KE,404,664,False,False,False,,,,,,Nyahururu - Maralal,,6,6,AdditionalCoded,POINT (36.69799 1.09679),641.0,KENr106,KEN,Kenya,Rift Valley,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1776,31099,31099_932297,2,932297,Ntsi,-29.4002,27.763659999999998,PPL,populated place,6295630|6255146|LS|00,Earth|Africa|Lesotho|Ntsi,2,2,China Funds Solar Street Lighting Demonstration Project,,2013-08-06,CHN,Lesotho,LSO,230,Energy Generation and Supply,,,Completion,2012,2012,644969.0,,214989.666666667,,True,False,2012,False,230,Energy Generation and Supply,Grant,Lesotho,Lesotho,9,"Unspecified Chinese Government Institution, Government Agency",,"ZTE Corporation, Private Sector",,,ODA-like,Development,5000000.0,LSL,0.9442554679999999,8.209968627,644969.0,609016.0,,2013-01-01,2013-08-06,,1,570,249,Lesotho,LSO,LS,426,666,False,False,False,,,,,,"Mount Moorosi, Ha Ntsi and Pitseng","Dingxian Hu, Ambassador ",5,9,AdditionalCoded,POINT (27.76366 -29.4002),719.0,LSOr104,LSO,Lesotho,Maseru,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1777,31099,31099_932248,2,932248,Pitseng,-29.006990000000002,28.213279999999997,PPL,populated place,6295630|6255146|LS|00,Earth|Africa|Lesotho|Pitseng,2,2,China Funds Solar Street Lighting Demonstration Project,,2013-08-06,CHN,Lesotho,LSO,230,Energy Generation and Supply,,,Completion,2012,2012,644969.0,,214989.666666667,,True,False,2012,False,230,Energy Generation and Supply,Grant,Lesotho,Lesotho,9,"Unspecified Chinese Government Institution, Government Agency",,"ZTE Corporation, Private Sector",,,ODA-like,Development,5000000.0,LSL,0.9442554679999999,8.209968627,644969.0,609016.0,,2013-01-01,2013-08-06,,1,570,249,Lesotho,LSO,LS,426,666,False,False,False,,,,,,"Mount Moorosi, Ha Ntsi and Pitseng","Dingxian Hu, Ambassador ",5,9,AdditionalCoded,POINT (28.21328 -29.00699),717.0,LSOr102,LSO,Lesotho,Leribe,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1778,31099,31099_932341,2,932341,Mount Moorosi,-30.2731,27.870759999999997,PPL,populated place,6295630|6255146|LS|00,Earth|Africa|Lesotho|Mount Moorosi,2,2,China Funds Solar Street Lighting Demonstration Project,,2013-08-06,CHN,Lesotho,LSO,230,Energy Generation and Supply,,,Completion,2012,2012,644969.0,,214989.666666667,,True,False,2012,False,230,Energy Generation and Supply,Grant,Lesotho,Lesotho,9,"Unspecified Chinese Government Institution, Government Agency",,"ZTE Corporation, Private Sector",,,ODA-like,Development,5000000.0,LSL,0.9442554679999999,8.209968627,644969.0,609016.0,,2013-01-01,2013-08-06,,1,570,249,Lesotho,LSO,LS,426,666,False,False,False,,,,,,"Mount Moorosi, Ha Ntsi and Pitseng","Dingxian Hu, Ambassador ",5,9,AdditionalCoded,POINT (27.87076 -30.2731),722.0,LSOr107,LSO,Lesotho,Quthing,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1779,31112,31112_180782,4,180782,Samburu,1.33333,37.11667,ADM1,first-order administrative division,6295630|6255146|KE|45,Earth|Africa|Kenya|Samburu,1,2,China pledges to rehabilitate university and technical institute equipment,,,CHN,Kenya,KEN,110,Education,,,Implementation,2012,2012,30945580.0,,30945580.0,,True,False,2012,True,110,Education,Grant,Kenya,Kenya,1,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,2470000000.0,KES,0.9442554679999999,84.52960176,30945580.0,29220533.0,,2012-07-02,,2015-06-30,1,501,248,Kenya,KEN,KE,404,664,False,False,False,,,,,,,,3,6,AdditionalCoded,POINT (37.11667 1.33333),641.0,KENr106,KEN,Kenya,Rift Valley,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1780,31117,31117_964137,2,964137,Pretoria,-25.74486,28.187829999999998,PPLC,capital of a political entity,6295630|6255146|ZA|06|8347355|8347478|964137,Earth|Africa|South Africa|Gauteng|City of Tshwane Metropolitan Municipality|City of Tshwane|Pretoria,2,2,Performance by Students from Universities in Shanghai,,,CHN,"Africa, regional","Africa, regional",110,Education,,,Completion,2013,2013,,,,,True,False,2013,False,110,Education,Grant,"Africa, regional","Africa, regional",4,"Unspecified Chinese Government Institution, Government Agency",,"Shanghai University Students Arts Troupe, Multilateral",,,OOF-like,Representational,,,,,,,,,,,1,,298,"Africa, regional","Africa, regional",XR,,,False,False,False,,,,,,"South Africa, Lesotho","Dingxian Hu, Ambassador ",2,8,AdditionalCoded,POINT (28.18783 -25.74486),1285.0,ZAFr107,ZAF,South Africa,Gauteng,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1781,31117,31117_932505,2,932505,Maseru,-29.316670000000002,27.48333,PPLC,capital of a political entity,6295630|6255146|LS|14|932505,Earth|Africa|Lesotho|Maseru|Maseru,2,2,Performance by Students from Universities in Shanghai,,,CHN,"Africa, regional","Africa, regional",110,Education,,,Completion,2013,2013,,,,,True,False,2013,False,110,Education,Grant,"Africa, regional","Africa, regional",4,"Unspecified Chinese Government Institution, Government Agency",,"Shanghai University Students Arts Troupe, Multilateral",,,OOF-like,Representational,,,,,,,,,,,1,,298,"Africa, regional","Africa, regional",XR,,,False,False,False,,,,,,"South Africa, Lesotho","Dingxian Hu, Ambassador ",2,8,AdditionalCoded,POINT (27.48333 -29.31667),719.0,LSOr104,LSO,Lesotho,Maseru,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1782,31117,31117_3369157,2,3369157,Cape Town,-33.92584,18.42322,PPLA,seat of a first-order administrative division,6295630|6255146|ZA|11|8334583|8347437|3369157,Earth|Africa|South Africa|Western Cape|City of Cape Town|City of Cape Town|Cape Town,2,2,Performance by Students from Universities in Shanghai,,,CHN,"Africa, regional","Africa, regional",110,Education,,,Completion,2013,2013,,,,,True,False,2013,False,110,Education,Grant,"Africa, regional","Africa, regional",4,"Unspecified Chinese Government Institution, Government Agency",,"Shanghai University Students Arts Troupe, Multilateral",,,OOF-like,Representational,,,,,,,,,,,1,,298,"Africa, regional","Africa, regional",XR,,,False,False,False,,,,,,"South Africa, Lesotho","Dingxian Hu, Ambassador ",2,8,AdditionalCoded,POINT (18.42322 -33.92584),1279.0,ZAFr101,ZAF,South Africa,Western Cape,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1783,31118,31118_8692924,1,8692924,Motebang Hospital,-28.8725,28.0511,HSP,hospital,6295630|6255146|LS|12|8692924,Earth|Africa|Lesotho|Leribe|Motebang Hospital,3,1,China Sends 8th Medical Team to Lesotho,,2013-09-23,CHN,Lesotho,LSO,120,Health,,,Completion,2011,2011,,,,,True,False,2011,False,120,Health,Free-standing technical assistance,Lesotho,Lesotho,9,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,2011-01-01,2013-09-23,2013-01-01,1,570,249,Lesotho,LSO,LS,426,666,False,False,False,,,,,, Motebang Hospital of Leribe,"Dingxian Hu, Ambassador ",8,6,AdditionalCoded,POINT (28.0511 -28.8725),717.0,LSOr102,LSO,Lesotho,Leribe,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1784,31120,31120_8692924,1,8692924,Motebang Hospital,-28.8725,28.0511,HSP,hospital,6295630|6255146|LS|12|8692924,Earth|Africa|Lesotho|Leribe|Motebang Hospital,3,1,China sends 9th medical assistance team to Lesotho,,,CHN,Lesotho,LSO,120,Health,,,Implementation,2013,2013,,,,,True,False,2013,False,120,Health,Free-standing technical assistance,Lesotho,Lesotho,11,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,2013-09-01,,,1,570,249,Lesotho,LSO,LS,426,666,False,False,False,,,,,,Maseru,"Dingxian Hu, Ambassador ; Xiao Yi, Doctor ; Liu Huabo, Economic and Commercial Counselor ",9,5,AdditionalCoded,POINT (28.0511 -28.8725),717.0,LSOr102,LSO,Lesotho,Leribe,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1785,31128,31128_1048364,2,1048364,Chokwé,-24.53333,32.98333,PPLA2,seat of a second-order administrative division,6295630|6255146|MZ|02|7874104|1048364,Earth|Africa|Mozambique|Gaza Province|Chokwe District|Chokwé,2,2,China provided 382 million RMB loan to build an agro-industrial complex ,,,CHN,Mozambique,MOZ,310,"Agriculture, Forestry and Fishing",,,Implementation,2012,2012,,,,,True,False,2012,False,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Mozambique,Mozambique,3,"Export-Import Bank of China, Government Agency",,"Beijing Urban Construction Group Co., Ltd., State-Owned Company; Mozambique Institute of Management of State Holdings (IGEPE), Government Agency","Mozambique Institute of Management of State Holdings (IGEPE), Government Agency",1.0,ODA-like,Development,,,,,,,,,,,1,541,259,Mozambique,MOZ,MZ,508,688,False,False,False,Concessional,,,,,ChokuÍ© ,"Chen Daihua, Company Representative (Beijing Urban Construction Group Co., Ltd.); Alberto Nkutumula, Deputy Justice Minister ",3,7,AdditionalCoded,POINT (32.98333 -24.53333),827.0,MOZr109,MOZ,Mozambique,Gaza,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1786,31147,31147_8468904,2,8468904,Mapel,7.29983,28.4425,PPL,populated place,6295630|6255146|SS|09,Earth|Africa|South Sudan|Mapel,2,2,China builds disarmament training center in South Sudan,,,CHN,South Sudan,SSD,150,Government and Civil Society,,,Completion,2013,2013,,,,,True,False,2013,False,150,Government and Civil Society,Grant,South Sudan,South Sudan,6,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,,,,SSD,SS,728,,False,False,False,,,,,,Darfur,,8,7,AdditionalCoded,POINT (28.4425 7.29983),1054.0,SSDr104,SSD,South Sudan,Warrap,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1787,31148,31148_11593076,1,11593076,Maina Solo Military Hospital,-15.38359,28.33855,HSP,hospital,6295630|6255146|ZM|09|11593076,Earth|Africa|Zambia|Lusaka Province|Maina Solo Military Hospital,3,1,China supports Zambia's Maina Soko Military Hospital with equipment and assistance,2012-01-12,2013-01-18,CHN,Zambia,ZMB,120,Health,,,Completion,2012,2012,,,,,True,False,2012,True,120,Health,Free-standing technical assistance,Zambia,Zambia,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,2012-01-12,,2013-01-18,,1,551,288,Zambia,ZMB,ZM,894,754,False,False,False,,,,,,Maina Soko Military Hospital in Lusaka,"Davies Mwila, Defence Deputy Minister (Government of Zambia); Yuxiao Zhou, Ambassador ",1,6,AdditionalCoded,POINT (28.33855 -15.38359),1292.0,ZMBr105,ZMB,Zambia,Lusaka,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1788,31166,31166_890299,2,890299,Harare,-17.827720000000003,31.05337,PPLC,capital of a political entity,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,2,"China donates computers and electronics worth 60,000 USD",,2013-02-26,CHN,Zimbabwe,ZWE,150,Government and Civil Society,,,Completion,2013,2013,61005.0,,61005.0,,True,False,2013,False,150,Government and Civil Society,Grant,Zimbabwe,Zimbabwe,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,60000.0,USD,0.983522687,1.0,61005.0,60000.0,,,2013-02-26,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,,,,,,,"Lazarus Dokora, Zimbabwe Education, Art, Sports and Culture Deputy Minister ",1,7,AdditionalCoded,POINT (31.05337 -17.82772),1305.0,ZWEr109,ZWE,Zimbabwe,Harare,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
